date,ticker,name,sector,industry,price,low_52w,high_52w,pct_from_low,pct_from_high,dividend_yield_pct,trailing_pe,market_cap,updated_at
2026-08-11,KMB,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,108.57,91.17,129.81,19.09,-16.37,4.74,21.46,36038762496.0,2026-08-12T00:08:42.774991+00:00
2026-08-11,TR,"Tootsie Roll Industries, Inc.",Consumer Defensive,Confectioners,39.56,33.21,44.95,19.13,-11.99,91.0,31.15,2973450496.0,2026-08-12T00:08:28.457807+00:00
2026-08-11,WMT,Walmart Inc.,Consumer Defensive,Discount Stores,113.26,94.85,135.16,19.41,-16.2,88.0,39.88,901332074496.0,2026-08-12T00:08:22.236914+00:00
2026-08-11,MO,"Altria Group, Inc.",Consumer Defensive,Tobacco,65.03,53.01,77.06,22.68,-15.61,6.47,13.69,108583444480.0,2026-08-12T00:08:45.278266+00:00
2026-08-11,CWT,California Water Service Group,Utilities,Utilities - Regulated Water,49.98,40.39,53.46,23.73,-6.52,2.71,22.41,3090718208.0,2026-08-12T00:08:31.627624+00:00
2026-08-11,HRL,Hormel Foods Corporation,Consumer Defensive,Packaged Foods,24.3,19.47,27.89,24.83,-12.86,4.74,28.59,13371906048.0,2026-08-12T00:08:44.647077+00:00
2026-08-11,ITW,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,293.15,234.38,301.92,25.08,-2.9,2.34,26.55,83489120256.0,2026-08-12T00:08:32.257969+00:00
2026-08-11,SYY,Sysco Corporation,Consumer Defensive,Food Distribution,84.26,67.23,90.56,25.32,-6.96,2.62,23.02,40338661376.0,2026-08-12T00:08:20.341502+00:00
2026-08-11,CL,Colgate-Palmolive Company,Consumer Defensive,Household & Personal Products,92.31,73.22,98.15,26.07,-5.95,2.28,36.34,73587015680.0,2026-08-12T00:08:29.934110+00:00
2026-08-11,CBSH,"Commerce Bancshares, Inc.",Financial Services,Banks - Regional,59.02,46.74,60.92,26.26,-3.12,1.88,14.47,8465367040.0,2026-08-12T00:08:39.683179+00:00
2026-08-11,RPM,RPM International Inc.,Basic Materials,Specialty Chemicals,116.66,91.96,126.56,26.86,-7.82,1.86,22.56,14890832896.0,2026-08-12T00:08:24.087454+00:00
2026-08-11,PPG,"PPG Industries, Inc.",Basic Materials,Specialty Chemicals,116.16,91.35,130.99,27.16,-11.32,2.56,16.67,25822369792.0,2026-08-12T00:08:39.084777+00:00
2026-08-11,FUL,H. B. Fuller Company,Basic Materials,Specialty Chemicals,62.03,48.3,68.05,28.43,-8.84,1.6,18.41,3336433152.0,2026-08-12T00:08:14.048157+00:00
2026-08-11,AWR,American States Water Company,Utilities,Utilities - Regulated Water,87.54,68.05,90.11,28.64,-2.85,2.52,23.92,3469702656.0,2026-08-12T00:08:18.453602+00:00
2026-08-11,MSA,MSA Safety Incorporated,Industrials,Security & Protection Services,192.96,149.75,207.73,28.85,-7.11,1.12,24.03,7444066816.0,2026-08-12T00:08:29.164485+00:00
2026-08-11,BKH,Black Hills Corporation,Utilities,Utilities - Regulated Gas,73.26,56.42,77.95,29.86,-6.01,3.82,18.45,5586305536.0,2026-08-12T00:08:23.501065+00:00
2026-08-11,NWN,Northwest Natural Holding Compa,Utilities,Utilities - Regulated Gas,50.25,38.39,54.92,30.88,-8.51,3.97,16.81,2115200128.0,2026-08-12T00:08:16.709004+00:00
2026-08-11,ABBV,AbbVie Inc.,Healthcare,Drug Manufacturers - General,250.09,189.4,267.47,32.04,-6.5,2.79,70.45,441938345984.0,2026-08-12T00:08:17.847639+00:00
2026-08-11,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,208.45,157.78,236.42,32.12,-11.83,99.0,25.18,28074092544.0,2026-08-12T00:08:35.696784+00:00
2026-08-11,ABM,ABM Industries Incorporated,Industrials,Specialty Business Services,48.28,36.44,49.8,32.48,-3.05,2.42,18.57,2828286976.0,2026-08-12T00:08:41.024501+00:00
